Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Product Name,Brand,Subcategory,Category,Unit Cost USD,Unit Price USD,Revenue,Cost,Profit
1430011,1,11/30/2018,,156006,5,97,3,AUD,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Bluetooth Headphones,Audio,34.36,67.4,202.20000000000002,103.08,99.12000000000002
1430011,2,11/30/2018,,156006,5,1634,8,AUD,Contoso DVD 38 DVD Storage Binder E25 Silver,Contoso,Movie DVD,"Music, Movies and Audio Books",5.09,9.99,79.92,40.72,39.2
1430012,1,11/30/2018,12/2/2018,1233782,0,1726,1,USD,MGS Zoo Tycoon 2 E108,Tailspin Toys,Download Games,Games and Toys,28.55,56.0,56.0,28.55,27.45
1430013,1,11/30/2018,12/2/2018,1733399,0,985,1,USD,A. Datum Full Frame Digital Camera X300 Pink,A. Datum,Digital Cameras,Cameras and camcorders,76.53,231.0,231.0,76.53,154.47
1430013,2,11/30/2018,12/2/2018,1733399,0,87,1,USD,NT Wireless Bluetooth Stereo Headphones M402 Purple,Northwind Traders,Bluetooth Headphones,Audio,45.98,99.99,99.99,45.98,54.01
1430013,3,11/30/2018,12/2/2018,1733399,0,359,2,USD,Fabrikam Laptop12 M2002 Red,Fabrikam,Laptops,Computers,187.62,368.0,736.0,375.24,360.76
1430013,4,11/30/2018,12/2/2018,1733399,0,490,3,USD,Adventure Works LCD24W X300 Black,Adventure Works,Monitors,Computers,287.92,869.0,2607.0,863.76,1743.24
1430013,5,11/30/2018,12/2/2018,1733399,0,292,2,USD,SV Car Video LCD7W M7080 Black,Southridge Video,Car Video,TV and Video,229.93,500.0,1000.0,459.86,540.14
1430014,1,11/30/2018,,1327386,54,950,8,USD,A. Datum Super-zoom Digital Camera X300 Black,A. Datum,Digital Cameras,Cameras and camcorders,96.08,290.0,2320.0,768.64,1551.3600000000001
1430014,2,11/30/2018,,1327386,54,754,2,USD,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black,Contoso,Computers Accessories,Computers,15.24,29.9,59.8,30.48,29.319999999999997
1430014,3,11/30/2018,,1327386,54,1559,1,USD,The Phone Company PDA Phone 3.5 inches M320 White,The Phone Company,Smart phones & PDAs,Cell phones,137.5,299.0,299.0,137.5,161.5
1430016,1,11/30/2018,,1784590,51,209,2,USD,Litware Home Theater System 5.1 Channel M511 Silver,Litware,Home Theater System,TV and Video,321.44,699.0,1398.0,642.88,755.12
1430016,2,11/30/2018,,1784590,51,1615,1,USD,SV DVD 15-Inch Player Portable L200 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",96.08,289.99,289.99,96.08,193.91000000000003
1430017,1,11/30/2018,,1262470,54,1805,2,USD,MGS MechWarrior 4 Mach Paks2009 E161,Tailspin Toys,Download Games,Games and Toys,16.31,32.0,64.0,32.62,31.380000000000003
1430017,2,11/30/2018,,1262470,54,1480,1,USD,The Phone Company Smart phones without camera E100 Grey,The Phone Company,Smart phones & PDAs,Cell phones,65.77,129.0,129.0,65.77,63.230000000000004
1430017,3,11/30/2018,,1262470,54,1523,2,USD,The Phone Company PDA Phone 3.5 inches M320 Black,The Phone Company,Smart phones & PDAs,Cell phones,137.5,299.0,598.0,275.0,323.0
1430017,4,11/30/2018,,1262470,54,1998,3,USD,Fabrikam Microwave 1.0CuFt E1100 Grey,Fabrikam,Microwaves,Home Appliances,71.37,139.99,419.97,214.11,205.86
1430017,5,11/30/2018,,1262470,54,2492,7,USD,Cigarette Lighter Adapter for Contoso Phones E110 White,Contoso,Cell phones Accessories,Cell phones,12.74,24.99,174.92999999999998,89.18,85.74999999999997
1430017,6,11/30/2018,,1262470,54,2055,10,USD,Contoso Microwave 1.5CuFt X0110 White,Contoso,Microwaves,Home Appliances,220.64,665.94,6659.400000000001,2206.3999999999996,4453.000000000001
1430019,1,11/30/2018,,1232975,63,1699,1,USD,SV Hand Games men M30 Red,Southridge Video,Boxed Games,Games and Toys,3.16,6.88,6.88,3.16,3.7199999999999998
1430020,1,11/30/2018,,1791133,66,1284,1,USD,Contoso Mini Battery Charger Kit E320 Black,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,12.74,24.99,24.99,12.74,12.249999999999998
1430020,2,11/30/2018,,1791133,66,1448,4,USD,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold,The Phone Company,Touch Screen Phones,Cell phones,117.73,256.0,1024.0,470.92,553.0799999999999
1430021,1,11/30/2018,12/3/2018,1013313,0,713,1,GBP,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White,Proseware,"Printers, Scanners & Fax",Computers,73.58,160.0,160.0,73.58,86.42
1430021,2,11/30/2018,12/3/2018,1013313,0,1398,3,GBP,Contoso 2-Line Corded Cordless Telephone M202 Grey,Contoso,Home & Office Phones,Cell phones,13.33,28.99,86.97,39.99,46.98
1430022,1,11/30/2018,,121324,6,1324,5,AUD,Contoso Private Automatic Branch Exchange M65 Black,Contoso,Home & Office Phones,Cell phones,17.93,38.99,194.95000000000002,89.65,105.30000000000001
1431000,1,12/1/2018,,1958543,50,449,4,USD,WWI Desktop PC3.0 M0300 Black,Wide World Importers,Desktops,Computers,160.49,349.0,1396.0,641.96,754.04
1431000,2,12/1/2018,,1958543,50,666,5,USD,Proseware Office Jet All-in-One Printer M500 Black,Proseware,"Printers, Scanners & Fax",Computers,74.96,163.0,815.0,374.79999999999995,440.20000000000005
1431000,3,12/1/2018,,1958543,50,1561,1,USD,The Phone Company PDA Phone 4.7 inches L360 White,The Phone Company,Smart phones & PDAs,Cell phones,133.19,402.0,402.0,133.19,268.81
1431001,1,12/1/2018,,336562,10,1592,2,CAD,SV DVD 48 DVD Storage Binder M50 Red,Southridge Video,Movie DVD,"Music, Movies and Audio Books",8.27,17.99,35.98,16.54,19.439999999999998
1431001,2,12/1/2018,,336562,10,1296,7,CAD,Contoso USB Cable M250 Black,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,11.5,25.0,175.0,80.5,94.5
1431002,1,12/1/2018,,1997208,43,1360,2,USD,Contoso In front of Centrex L15 White,Contoso,Home & Office Phones,Cell phones,15.57,46.99,93.98,31.14,62.84
1431003,1,12/1/2018,,747526,30,610,3,EUR,Contoso Screen 80in E080 Silver,Contoso,Projectors & Screens,Computers,55.57,109.0,327.0,166.71,160.29
1431003,2,12/1/2018,,747526,30,443,2,EUR,WWI Desktop PC3.0 M0300 Silver,Wide World Importers,Desktops,Computers,160.49,349.0,698.0,320.98,377.02
1431005,1,12/1/2018,,1941222,47,1511,2,USD,The Phone Company Microsoft Windows Mobile M200 Gold,The Phone Company,Smart phones & PDAs,Cell phones,105.31,229.0,458.0,210.62,247.38
1431006,1,12/1/2018,12/6/2018,457019,0,929,5,EUR,SV 512MB Laptop memory E800 Black,Southridge Video,Computers Accessories,Computers,17.33,33.99,169.95000000000002,86.64999999999999,83.30000000000003
1431006,2,12/1/2018,12/6/2018,457019,0,693,2,EUR,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,Proseware,"Printers, Scanners & Fax",Computers,75.87,229.0,458.0,151.74,306.26
1431007,1,12/1/2018,,1646713,49,2038,1,USD,Litware Microwave 2.2CuFt M125 Red,Litware,Microwaves,Home Appliances,91.97,199.99,199.99,91.97,108.02000000000001
1431007,2,12/1/2018,,1646713,49,1422,2,USD,The Phone Company Sharp Touch Screen Phones M910 Black,The Phone Company,Touch Screen Phones,Cell phones,138.42,301.0,602.0,276.84,325.16
1431008,1,12/1/2018,,1650783,66,2110,3,USD,Contoso Water Heater 7.2GPM X1800 Red,Contoso,Water Heaters,Home Appliances,488.7,1475.0,4425.0,1466.1,2958.9
1431008,2,12/1/2018,,1650783,66,723,1,USD,Proseware Photo Ink jet Printer E290 White,Proseware,"Printers, Scanners & Fax",Computers,52.0,102.0,102.0,52.0,50.0
1431009,1,12/1/2018,,166813,5,46,1,AUD,WWI 1GB Pulse Smart pen E50 White,Wide World Importers,Recording Pen,Audio,76.45,149.95,149.95,76.45,73.49999999999999
1431009,2,12/1/2018,,166813,5,2153,3,AUD,Adventure Works Coffee Maker Auto 10C M100 White,Adventure Works,Coffee Machines,Home Appliances,343.05,745.99,2237.9700000000003,1029.15,1208.8200000000002
1431009,3,12/1/2018,,166813,5,667,1,AUD,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Black,Proseware,"Printers, Scanners & Fax",Computers,87.37,190.0,190.0,87.37,102.63
1431010,1,12/1/2018,,1073026,40,2375,4,GBP,Contoso Air conditioner 5200BTU E0100 Grey,Contoso,Air Conditioners,Home Appliances,56.08,109.99,439.96,224.32,215.64
1431011,1,12/1/2018,,1432139,61,426,4,USD,Adventure Works Desktop PC1.80 ED182 Black,Adventure Works,Desktops,Computers,254.86,499.9,1999.6,1019.44,980.1599999999999
1431011,2,12/1/2018,,1432139,61,2470,2,USD,Litware 80mm LED Dual PCI Slot Fan E1501 Pink,Litware,Fans,Home Appliances,15.8,30.99,61.98,31.6,30.379999999999995
1431011,3,12/1/2018,,1432139,61,1660,3,USD,Contoso DVD 15-Inch Player Portable L200 White,Contoso,Movie DVD,"Music, Movies and Audio Books",96.08,289.99,869.97,288.24,581.73
1431011,4,12/1/2018,,1432139,61,1450,5,USD,The Phone Company Touch Screen Phones Capacitive M908 Gold,The Phone Company,Touch Screen Phones,Cell phones,141.64,308.0,1540.0,708.1999999999999,831.8000000000001
1431011,5,12/1/2018,,1432139,61,1638,1,USD,Contoso DVD 58 DVD Storage Binder M55 Red,Contoso,Movie DVD,"Music, Movies and Audio Books",6.39,13.89,13.89,6.39,7.500000000000001
1431011,6,12/1/2018,,1432139,61,1152,1,USD,"Fabrikam Trendsetter 1"" 25mm X400 Blue",Fabrikam,Camcorders,Cameras and camcorders,331.32,1000.0,1000.0,331.32,668.6800000000001
1431011,7,12/1/2018,,1432139,61,376,5,USD,Adventure Works Laptop12 M1201 Silver,Adventure Works,Laptops,Computers,195.24,382.95,1914.75,976.2,938.55
1431012,1,12/1/2018,,1785644,61,434,3,USD,Adventure Works Desktop PC2.30 MD230 White,Adventure Works,Desktops,Computers,275.46,599.0,1797.0,826.3799999999999,970.6200000000001
1431012,2,12/1/2018,,1785644,61,426,4,USD,Adventure Works Desktop PC1.80 ED182 Black,Adventure Works,Desktops,Computers,254.86,499.9,1999.6,1019.44,980.1599999999999
1431013,1,12/1/2018,,1590257,57,469,3,USD,Proseware LCD17 E200 Black,Proseware,Monitors,Computers,50.47,99.0,297.0,151.41,145.59
1431013,2,12/1/2018,,1590257,57,1614,2,USD,SV DVD 14-Inch Player Portable L100 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",86.14,259.99,519.98,172.28,347.70000000000005
1431013,3,12/1/2018,,1590257,57,2090,1,USD,Contoso Water Heater 7.2GPM X1800 Blue,Contoso,Water Heaters,Home Appliances,488.7,1475.0,1475.0,488.7,986.3
1431014,1,12/1/2018,,577367,24,427,2,EUR,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Desktops,Computers,215.68,469.0,938.0,431.36,506.64
1431014,2,12/1/2018,,577367,24,408,1,EUR,Proseware Laptop15.4W M518 Black,Proseware,Laptops,Computers,348.58,758.0,758.0,348.58,409.42
1431015,1,12/1/2018,,1393392,49,1644,7,USD,Contoso DVD External DVD Burner M200 Blue,Contoso,Movie DVD,"Music, Movies and Audio Books",26.62,57.88,405.16,186.34,218.82000000000002
1431016,1,12/1/2018,,626983,15,471,1,EUR,Proseware LCD15 E103 Black,Proseware,Monitors,Computers,50.47,99.0,99.0,50.47,48.53
1431017,1,12/1/2018,12/3/2018,1994181,0,1591,3,USD,SV DVD 55DVD Storage Binder M56 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",5.82,12.66,37.980000000000004,17.46,20.520000000000003
1431017,2,12/1/2018,12/3/2018,1994181,0,133,9,USD,"Adventure Works 20"" LCD HDTV M120 Silver",Adventure Works,Televisions,TV and Video,160.93,349.95,3149.5499999999997,1448.3700000000001,1701.1799999999996
1431018,1,12/1/2018,,1414215,51,1638,4,USD,Contoso DVD 58 DVD Storage Binder M55 Red,Contoso,Movie DVD,"Music, Movies and Audio Books",6.39,13.89,55.56,25.56,30.000000000000004
1431019,1,12/1/2018,,1900738,51,735,3,USD,Proseware High Speed Laser M2000 Green,Proseware,"Printers, Scanners & Fax",Computers,69.25,209.0,627.0,207.75,419.25
1431019,2,12/1/2018,,1900738,51,1584,2,USD,SV DVD 38 DVD Storage Binder E25 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",5.09,9.99,19.98,10.18,9.8
1431019,3,12/1/2018,,1900738,51,1448,5,USD,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold,The Phone Company,Touch Screen Phones,Cell phones,117.73,256.0,1280.0,588.65,691.35
1431020,1,12/1/2018,,1558640,64,107,6,USD,WWI Stereo Bluetooth Headphones New Generation M370 White,Wide World Importers,Bluetooth Headphones,Audio,61.16,132.99,797.94,366.96,430.9800000000001
1431020,2,12/1/2018,,1558640,64,1251,3,USD,Contoso Travel Charger for S-Series Battery E302 Black,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,30.58,59.99,179.97,91.74,88.23
1431021,1,12/1/2018,,1066623,36,446,2,GBP,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Desktops,Computers,112.14,219.95,439.9,224.28,215.61999999999998
1431022,1,12/1/2018,,1841513,54,2008,1,USD,Fabrikam Microwave 2.2CuFt M1250 Black,Fabrikam,Microwaves,Home Appliances,91.97,199.99,199.99,91.97,108.02000000000001
1431022,2,12/1/2018,,1841513,54,396,1,USD,WWI Laptop19W X0196 White,Wide World Importers,Laptops,Computers,430.38,1299.0,1299.0,430.38,868.62
1431022,3,12/1/2018,,1841513,54,428,1,USD,Adventure Works Desktop PC2.33 XD233 Brown,Adventure Works,Desktops,Computers,321.05,969.0,969.0,321.05,647.95
1431022,4,12/1/2018,,1841513,54,65,6,USD,WWI 2GB Spy Video Recorder Pen M300 Purple,Wide World Importers,Recording Pen,Audio,83.24,181.0,1086.0,499.43999999999994,586.5600000000001
1431023,1,12/1/2018,,37408,1,132,2,AUD,"Adventure Works 20"" Analog CRT TV E45 Brown",Adventure Works,Televisions,TV and Video,101.97,200.0,400.0,203.94,196.06
1431023,2,12/1/2018,,37408,1,427,2,AUD,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Desktops,Computers,215.68,469.0,938.0,431.36,506.64
1431023,3,12/1/2018,,37408,1,18,1,AUD,Contoso 8GB Super-Slim MP3/Video Player M800 Green,Contoso,MP4&MP3,Audio,50.56,109.95,109.95,50.56,59.39
1431023,5,12/1/2018,,37408,1,2130,7,AUD,Contoso Coffee Maker 12C M1000 White,Contoso,Coffee Machines,Home Appliances,204.64,445.0,3115.0,1432.48,1682.52
1431024,1,12/1/2018,,1286602,65,1602,2,USD,SV DVD 12-Inch Player Portable M400 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",82.77,179.99,359.98,165.54,194.44000000000003
1431026,1,12/1/2018,12/2/2018,76021,0,1848,3,AUD,NT Washer & Dryer 25.5in M2550 White,Northwind Traders,Washers & Dryers,Home Appliances,915.08,1989.9,5969.700000000001,2745.2400000000002,3224.4600000000005
1431026,2,12/1/2018,12/2/2018,76021,0,449,6,AUD,WWI Desktop PC3.0 M0300 Black,Wide World Importers,Desktops,Computers,160.49,349.0,2094.0,962.94,1131.06
1431026,3,12/1/2018,12/2/2018,76021,0,1023,1,AUD,A. Datum Advanced Digital Camera M300 Green,A. Datum,Digital Cameras,Cameras and camcorders,86.68,188.5,188.5,86.68,101.82
1431026,4,12/1/2018,12/2/2018,76021,0,1573,1,AUD,SV DVD Player M120 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",27.13,58.99,58.99,27.13,31.860000000000003
1431027,1,12/1/2018,,67217,6,2502,1,AUD,Contoso Touch Stylus Pen E150 Black,Contoso,Cell phones Accessories,Cell phones,5.09,9.99,9.99,5.09,4.9
1431027,2,12/1/2018,,67217,6,569,4,AUD,Proseware Screen 125in X1609 Silver,Proseware,Projectors & Screens,Computers,152.08,459.0,1836.0,608.32,1227.6799999999998
1431027,3,12/1/2018,,67217,6,444,1,AUD,WWI Desktop PC2.33 X2330 Black,Wide World Importers,Desktops,Computers,304.48,919.0,919.0,304.48,614.52
1431028,1,12/1/2018,,1474363,53,1415,4,USD,The Phone Company Touch Screen Phones Infrared M901 Black,The Phone Company,Touch Screen Phones,Cell phones,137.96,300.0,1200.0,551.84,648.16
1431028,2,12/1/2018,,1474363,53,1383,1,USD,Contoso Dual Handset Cordless Phone System E20 Grey,Contoso,Home & Office Phones,Cell phones,6.62,12.99,12.99,6.62,6.37
1431028,3,12/1/2018,,1474363,53,1578,2,USD,SV DVD Recorder L210 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",72.56,219.0,438.0,145.12,292.88
1431029,1,12/1/2018,,1591779,50,425,7,USD,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Desktops,Computers,188.13,369.0,2583.0,1316.9099999999999,1266.0900000000001
1431029,2,12/1/2018,,1591779,50,325,1,USD,SV Car Video LCD7W M7081 Brown,Southridge Video,Car Video,TV and Video,229.47,499.0,499.0,229.47,269.53
1431030,1,12/1/2018,,917772,37,1792,5,GBP,MGS Age of Mythology: The Titans Expansion 2009 E148,Tailspin Toys,Download Games,Games and Toys,21.92,43.0,215.0,109.60000000000001,105.39999999999999
1431030,2,12/1/2018,,917772,37,1805,1,GBP,MGS MechWarrior 4 Mach Paks2009 E161,Tailspin Toys,Download Games,Games and Toys,16.31,32.0,32.0,16.31,15.690000000000001
1431030,3,12/1/2018,,917772,37,1661,1,GBP,MGS Hand Games for kids E300 Yellow,Tailspin Toys,Boxed Games,Games and Toys,2.8,5.5,5.5,2.8,2.7
1431031,1,12/1/2018,,1699480,65,105,3,USD,WWI Wireless Bluetooth Stereo Headphones M270 Pink,Wide World Importers,Bluetooth Headphones,Audio,52.88,115.0,345.0,158.64000000000001,186.35999999999999
1431032,1,12/1/2018,,1308706,56,1652,6,USD,Contoso DVD 12-Inch Player Portable M400 Silver,Contoso,Movie DVD,"Music, Movies and Audio Books",82.77,179.99,1079.94,496.62,583.32
1431033,1,12/1/2018,,1481042,54,379,10,USD,Adventure Works Laptop8.9 E0890 Silver,Adventure Works,Laptops,Computers,166.2,326.0,3260.0,1662.0,1598.0
1431034,1,12/1/2018,,823264,34,1817,1,EUR,MGS MechCommander 2009 E173,Tailspin Toys,Download Games,Games and Toys,16.31,32.0,32.0,16.31,15.690000000000001
1431034,2,12/1/2018,,823264,34,1574,1,EUR,SV DVD Player M130 Grey,Southridge Video,Movie DVD,"Music, Movies and Audio Books",27.59,59.99,59.99,27.59,32.400000000000006
1431034,3,12/1/2018,,823264,34,1605,1,EUR,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",96.08,289.99,289.99,96.08,193.91000000000003
1431035,1,12/1/2018,,1851881,43,1615,3,USD,SV DVD 15-Inch Player Portable L200 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",96.08,289.99,869.97,288.24,581.73
1431035,2,12/1/2018,,1851881,43,1682,7,USD,MGS Hand Games women M400 Silver,Tailspin Toys,Boxed Games,Games and Toys,4.13,8.99,62.93,28.91,34.019999999999996
1431037,1,12/1/2018,12/8/2018,1749145,0,962,2,USD,A. Datum All in One Digital Camera M200 Grey,A. Datum,Digital Cameras,Cameras and camcorders,86.45,188.0,376.0,172.9,203.1
1431037,2,12/1/2018,12/8/2018,1749145,0,1820,1,USD,MGS Return of Arcade Anniversary Edition 2009 E176,Tailspin Toys,Download Games,Games and Toys,16.31,32.0,32.0,16.31,15.690000000000001
1431038,1,12/1/2018,,1096960,38,1665,1,GBP,MGS Hand Games for 12-16 boys E600 Yellow,Tailspin Toys,Boxed Games,Games and Toys,2.54,4.99,4.99,2.54,2.45
1431038,2,12/1/2018,,1096960,38,433,2,GBP,Adventure Works Desktop PC2.33 XD233 White,Adventure Works,Desktops,Computers,321.05,969.0,1938.0,642.1,1295.9
1431038,3,12/1/2018,,1096960,38,1596,2,GBP,SV DVD 55DVD Storage Binder M56 Red,Southridge Video,Movie DVD,"Music, Movies and Audio Books",5.82,12.66,25.32,11.64,13.68
1431038,4,12/1/2018,,1096960,38,35,1,GBP,Contoso 4GB Portable MP3 Player M450 White,Contoso,MP4&MP3,Audio,48.92,95.95,95.95,48.92,47.03
1431039,1,12/1/2018,,1599966,62,1686,7,USD,SV Hand Games for students E40 Yellow,Southridge Video,Boxed Games,Games and Toys,3.56,6.99,48.93,24.92,24.009999999999998
1431039,2,12/1/2018,,1599966,62,1820,10,USD,MGS Return of Arcade Anniversary Edition 2009 E176,Tailspin Toys,Download Games,Games and Toys,16.31,32.0,320.0,163.1,156.9
1431040,1,12/1/2018,,1501746,57,1614,3,USD,SV DVD 14-Inch Player Portable L100 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",86.14,259.99,779.97,258.42,521.55
1432000,1,12/2/2018,,745462,29,585,1,EUR,Contoso Screen 85in E085 Black,Contoso,Projectors & Screens,Computers,70.87,139.0,139.0,70.87,68.13
1432000,2,12/2/2018,,745462,29,1335,1,EUR,Contoso Expandable 2-Handset Cordless Phone System M205 Black,Contoso,Home & Office Phones,Cell phones,18.48,40.19,40.19,18.48,21.709999999999997
1432000,3,12/2/2018,,745462,29,593,1,EUR,Contoso Screen 125in M250 White,Contoso,Projectors & Screens,Computers,152.08,459.0,459.0,152.08,306.91999999999996
1432001,1,12/2/2018,,239187,8,1589,4,CAD,SV DVD 38 DVD Storage Binder E25 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",5.09,9.99,39.96,20.36,19.6
1432001,2,12/2/2018,,239187,8,685,1,CAD,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Grey",Proseware,"Printers, Scanners & Fax",Computers,72.66,158.0,158.0,72.66,85.34
1432001,3,12/2/2018,,239187,8,2075,3,CAD,Contoso Microwave 1.6CuFt M0125 Red,Contoso,Microwaves,Home Appliances,82.77,179.99,539.97,248.31,291.66
1432002,1,12/2/2018,,1309256,48,1432,4,USD,The Phone Company Touch Screen Phones Infrared M901 Grey,The Phone Company,Touch Screen Phones,Cell phones,137.96,300.0,1200.0,551.84,648.16
1432002,2,12/2/2018,,1309256,48,81,2,USD,NT Wireless Bluetooth Stereo Headphones E302 Black,Northwind Traders,Bluetooth Headphones,Audio,18.65,40.55,81.1,37.3,43.8
1432002,3,12/2/2018,,1309256,48,1644,4,USD,Contoso DVD External DVD Burner M200 Blue,Contoso,Movie DVD,"Music, Movies and Audio Books",26.62,57.88,231.52,106.48,125.04
1433000,1,12/3/2018,,1688698,49,58,3,USD,WWI 1GB Digital Voice Recorder Pen E100 Red,Wide World Importers,Recording Pen,Audio,79.53,156.0,468.0,238.59,229.41
